ID,Location,Output,Model,COP,FlowT,OutsideT,Days,installer_name,installer_url,installer_logo,heatgeek,ultimaterenewables,heatingacademy,betateach,youtube,url,share,hp_type,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,design_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heat_loss,age,insulation,kwh_m2,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,mid_metering,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,indoor_temperature,notes,timestamp,combined_elec_kwh,combined_heat_kwh,combined_cop,combined_data_length,combined_elec_mean,combined_heat_mean,combined_flowT_mean,combined_returnT_mean,combined_outsideT_mean,combined_roomT_mean,combined_prc_carnot,combined_cooling_kwh,running_elec_kwh,running_heat_kwh,running_cop,running_data_length,running_elec_mean,running_heat_mean,running_flowT_mean,running_returnT_mean,running_outsideT_mean,running_roomT_mean,running_prc_carnot,space_elec_kwh,space_heat_kwh,space_cop,space_data_length,space_elec_mean,space_heat_mean,space_flowT_mean,space_returnT_mean,space_outsideT_mean,space_roomT_mean,space_prc_carnot,water_elec_kwh,water_heat_kwh,water_cop,water_data_length,water_elec_mean,water_heat_mean,water_flowT_mean,water_returnT_mean,water_outsideT_mean,water_roomT_mean,water_prc_carnot,from_energy_feeds_elec_kwh,from_energy_feeds_heat_kwh,from_energy_feeds_cop,quality_elec,quality_heat,quality_flowT,quality_returnT,quality_outsideT,quality_roomT
11,Derby,8 kW,NIBE F1145,3.48,33.3,5.3,362,Carbon Legacy Ltd,https://www.carbonlegacy.co.uk,carbonlegacy.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=6d0aa54296732b559a2afc0256180f21,1,Ground Source,R407C,Cylinder with coil,210,2.3,1,0,0,1,Low loss header,33,0,29,6,Glycol/water mixture,4,Weather compensation with simple set point control,Daily scheduled heat up of tank,50,Other,60,Detached,315,4542,2331,4542,2331,7.812,2012 or newer,Passivhaus,14,Octopus GO,On peak & Off peak,20,5250,60,1,0,1,Other pulse output meter (class 1),Kamstrup heat meter (class 2),0,0,1,1,1,"UFH zones (x4) set for max 25C slab temp; radiators and MVHR duct heater are 'open'. Passivhaus Institute certified Low-Energy Building. F1145 GSHP compressor uses old-school on/off control rather than a variable-speed inverter drive. GSHP schedule is 'blocked' 16:00 - 19:15. Since the diverter valve is inside the GSHP unit casing (hence separate output pipes for DHW and CH) there are two heat meters, one for each 'flow' circuit. DHW versus CH is inferred by comparing the flow rates from the meters.",False,1207.71,4206.11,3.482715221369368,31292900,138.935,483.88199999999995,26.5249,27.4963,12.8659,22.0654,24.1029,3.143,936.34,4203.59,4.489384198047718,1674840,2012.62,9035.45,33.2607,29.3372,5.301879999999999,20.521799999999995,57.830600000000004,876.861,4005.88,4.568432168838619,1589880,1985.4899999999998,9070.61,32.785,28.8628,5.19992,20.4839,57.745400000000004,59.4791,197.71,3.324024741463808,84960,2520.32,8377.54,42.1664,38.213,7.20857,21.2218,65.1193,1216.9,4310,3.5417865066973455,99.2291,99.2291,99.2291,99.2291,99.2291,99.2291
12,West Yorkshire,8.5 kW,Mitsubishi Ecodan,3.80,36.8,5.5,175,Therma Renewables,https://www.thermarenewables.co.uk/,thermarenewables.png,0,0,0,N/A,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=91f8fe2e4f55c147fa5f51afd4b6b876,1,Air Source,R32,Cylinder with coil,210,0.68,1,1,0,0,Low loss header,45,-5.2,33,0,Central heat pump water circulation,1,Weather compensation with simple set point control,Twice daily scheduled heat up of tank,46,Weekly,60,Detached,170,15452,0,0,0,8,1983 to 2011,Some insulation in walls and loft,91,Octopus Agile,Variable half hourly,13.5,0,0,1,0,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Sika or Grundfos VFS flow meter,0,1,0,1,0,,False,2115.97,8035.26,3.7974356914322986,15141000,485.924,1853.11,28.0268,25.0411,8.5948,19.2614,45.03390000000001,81.196,2076.26,7784.92,3.749491874813366,4884380,1530.19,5737.83,36.8361,31.387,5.52867,18.7376,48.7603,1843.52,7344.01,3.9836888127061276,4394810,1510.02,6015.83,35.4688,29.863,5.47389,18.7546,50.408,232.735,440.914,1.8944894407802864,489570,1711.39,3242.21,49.1106,45.066399999999994,6.00987,18.5862,31.5431,2093.91,8049.93,3.8444489018152646,98.7505,99.133,99.1522,99.153,95.7503,98.1673
13,"Machynlleth, Wales",5 kW,Mitsubishi Ecodan,0.01,N/A,N/A,1,Smart Energy Systems,http://www.smartenergysystems.wales/,N/A,0,0,0,0,N/A,https://emoncms.org/ecodantest2/app/view?name=My+Heatpump,1,Air Source,R32,None,0,0,0,0,0,1,None,35,-3,30,0,Glycol/water mixture,1,"Pure weather compensation, no room influence",Not applicable,0,No cylinder,0,Office building,50,7500,0,0,0,1.5,Pre-1900,"Fully insulated walls, floors and loft",150,N/A,N/A,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,0,,False,0.251,0.0014,0.005577689243027888,72180,12.5,0.1,17.59,17.51,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.251,0.0015,0.00597609561752988,83.542,83.542,83.542,83.542,0,0
14,"Malton, North Yorkshire",14 kW,Mitsubishi Ecodan,3.11,37.8,10.5,217,Peak Power Systems,N/A,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=ec8d930e394b95a9eb630b178fe894fc,1,Air Source,R32,Cylinder with coil,200,0,1,1,0,0,Low loss header,50,-4,0,0,Glycol/water mixture,1,Weather compensation with simple set point control,Twice daily scheduled heat up of tank,0,Disabled,0,Detached,150,41699,0,0,0,14,Pre-1900,Solid walls,278,N/A,Single fixed rate,29,0,0,0,0,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Other heat meter,0,1,0,1,0,"Controls: Weather comp - with 3rd party stat(nest) set high, Installed with hydraulic separation but primary and secondary flows are balanced.",False,2339.78,7271.58,3.107805007308379,18714200,442.81,1398.82,24.2813,24.439,13.0427,0,138.132,86.762,2206.3,7265.66,3.293142365045551,4818920,1651.19,5427.84,37.8426,35.4618,10.5242,0,38.0016,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2452.66,7528.05,3.0693410419707585,99.7389,95.8404,95.8404,95.8404,95.8404,0
15,"Newtown, Wales",5 kW,Panasonic 'J' Aquarea,4.21,32.9,0.0,183,John Cantor,https://heatpumps.co.uk/,heatpumps.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=Panasonic&readkey=d64d47045794fd42f3a7b9c0b0fa4019,1,Air Source,R32,Cylinder with coil,0,0,0,1,0,0,N/A,38,-2,39,0,Glycol/water mixture,1,"Pure weather compensation, no room influence",Not applicable,0,No cylinder,0,Detached,190,26000,0,0,0,11,Pre-1900,Solid walls,137,N/A,N/A,0,0,0,0,0,1,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Sontex heat meter (class 2),1,1,0,1,0,Woodstove used frequently in winter,False,1051.28,4426.59,4.210666996423408,15805500,239.451,1008.19,25.3668,24.4274,0,0,31.1531,6.064,962.237,4170.09,4.3337452207720135,5266560,657.744,2850.5,32.9185,29.8223,0,0,57.5024,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1051.3,4550.16,4.328127080757158,50.119,50.9789,50.9789,50.9789,0,0
16,Gloucestershire,5 kW,Mitsubishi Ecodan,4.25,34.6,6.7,353,Alan Clarke (self install),N/A,N/A,0,0,0,N/A,N/A,https://emoncms.org/EcodanPUZ5kW,1,Air Source,R32,Cylinder with coil,0,0,0,1,0,0,None,38,-1,40,0,Central heat pump water circulation,1,Room influence only (e.g Auto adapt),Daily scheduled heat up of tank,0,Other,0,Detached,180,7200,0,0,0,3.5,Pre-1900,"Fully insulated walls, floors and loft",40,N/A,N/A,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,0,"Radiators use TRV control, solar thermal to DHW",False,1812.4,7711.73,4.254982343853453,30507600,213.871,910.011,26.2661,24.5892,10.1098,0,33.0988,102.896,1758.49,7686.34,4.370988746026421,10551500,599.97,2622.47,34.6305,30.286899999999996,6.7406999999999995,0,53.2,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1812.41,7711.74,4.2549643844383995,96.739,96.739,96.739,96.739,95.8531,0
17,Weston-super-Mare,7 kW,Daikin Altherma 3,3.32,37.2,8.9,361,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,octopus.png,0,0,0,N/A,N/A,https://quadratic-tropicbird-6273.dataplicity.io/app/view?name=MyHeatpump&readkey=ba136cb62155e4c345349bfb0d220f86,1,Air Source,R410A,Cylinder with coil,180,0,1,1,0,0,Buffer,50,-1.7,41,0,Central heat pump water circulation,1,Weather compensation with simple set point control,Daily scheduled heat up of tank,48,Weekly,55,Semi-detached,111,9524,1332,9524,1332,0,1940 to 1982,"Cavity wall, plus some loft insulation",86,Octopus Flux,On peak & Off peak,29,5490,53,0,9,0,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Heat pump integration,1,1,0,1,1,Flow temp: 50C @ -1.7C | Controls: HP Controller w/ Weather Comp | DHW: 1-2pm up to 48C daily | Legionella: Wed 1pm 55C | ,False,2286.94,7586.69,3.3173979203652038,31171200,264.097,876.139,27.2621,24.2271,13.7888,20.9111,28.7224,0.807,2076.78,7505.53,3.614022669709839,9226960,810.229,2928.37,37.161,33.1264,8.91335,19.8036,44.331,1977.03,7227.49,3.6557310713545066,8989640,791.67,2894.33,36.8813,32.8181,8.67828,19.735,44.6545,99.7563,278.035,2.787142265701515,237320,1513.24,4217.64,47.7538,44.8014,17.8176,22.4031,33.4211,2289.62,7600.51,3.319550842497882,99.272,99.5683,99.5711,99.5711,99.5711,99.5711
20,Nottingham,12 kW,Midea,4.18,35.2,13.9,22,N/A,N/A,N/A,0,0,0,N/A,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=12f97875f83916444b9de63008e48044,1,Air Source,R32,N/A,0,0,0,1,0,0,Buffer,50,-2,0,0,Central heat pump water circulation,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 6-10C,0,Disabled,0,Detached,153,11332,0,0,0,8,1983 to 2011,"Cavity wall, plus some loft insulation",74,N/A,N/A,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,0,0,0,0,Controls: Manufacturer own,False,100.212,418.746,4.178601365105975,1935950,184.916,778.668,27.0793,26.725,15.9612,0,44.3315,3.233,93.6683,409.02,4.366685420788036,233070,1444.06,6317.7,35.194,32.2798,13.9473,0,74.9039,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,101.559,419.83,4.133853228172786,99.4895,97.4213,97.4213,97.4213,99.2753,0
21,Bristol,7 kW,Vaillant Arotherm+,4.02,31.1,0.0,159,Rickman Heat,https://www.rickmanheat.com/,N/A,1,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=3b170a8d1d103699f73930ad1a3d82ec,1,Air Source,R290,Cylinder with coil,0,0,1,0,0,0,N/A,40,-3,0,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,0,Weekly,0,Semi-detached,120,15800,0,0,0,8.3,Pre-1900,Solid walls,132,N/A,N/A,0,0,0,0,0,1,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Kamstrup heat meter (class 2),1,1,0,1,0,SensoComfort WC,False,1631.48,6552.69,4.016408414445779,13757300,426.69399999999996,1714.52,26.8905,25.5858,0,0,0,117.509,1546.67,6180.15,3.99577802634046,6300650,883.6839999999999,3531.15,31.1374,28.4032,0,0,0,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1792.16,7093.66,3.958162217659137,62.4997,49.9263,49.9263,49.9263,0,0
22,Cambridge,8 kW,Samsung HTQ ,3.11,37.0,7.3,362,Infinite Heating,https://infiniteheating.com/,infiniteheating.jpg,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=aab29cffb23ee9a6b7dc4322c1b90b83,1,Air Source,R32,Cylinder with coil,300,2.8,1,0,0,0,None,45,-3,0,0,Central heat pump water circulation,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 6-10C,0,Other,0,Semi-detached,135,10897,0,0,0,7.8,1940 to 1982,Some insulation in walls and loft,81,N/A,N/A,15,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,0,0,0,0,Homely controls including algothithm for hot water evening and morning,False,3439.32,10713.3,3.114947140713862,31253600,397.631,1238.82,26.9432,26.2537,11.7145,0,78.3261,166.728,3149.22,10551.8,3.350607452003988,6696910,1694.21,5672.27,36.9933,32.5254,7.255260000000001,0,40.4488,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3519.7,11206,3.183794073358525,99.6125,99.4173,99.4173,99.4173,98.9041,0
23,Swindon,9 kW,Daikin Altherma 3,2.49,37.2,12.7,140,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,octopus.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=DaikinHeatpump&readkey=d98c7936512e6fe8ec780f3920cbd46b,1,Air Source,R32,Cylinder with coil,200,0,1,1,0,0,None,50,-3,37,0,Anti-freeze valves,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,50,Weekly,55,Semi-detached,140,10000,0,10384,2968,7,1940 to 1982,Some insulation in walls and loft,71,Intelligent Octopus,On peak & Off peak,8,4000,50,0,9,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Other heat meter,1,1,0,1,0,"ESPAltherma logs flow rate from Daikin. Onewire Temp sensors on pipework, offsets tuned 20/4/24. Ext temperature sensor has some influence from sun.",False,418.833,1044.59,2.4940489407472666,12093500,124.163,310.034,25.369300000000003,25.029,17.5813,21.9059,73.0055,7.039,320.008,1044.17,3.262949676258094,668180,1721.9,5625.78,37.2103,32.9613,12.7265,21.7189,42.6617,320.008,1044.17,3.262949676258094,668180,1721.9,5625.78,37.2103,32.9613,12.7265,21.7189,42.6617,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,424.174,1044.82,2.4631872769193772,99.9867,99.5688,99.9893,99.9893,99.9894,98.5799
24,North Hertfordshire,5 kW,Vaillant Arotherm+,3.65,34.6,7.2,298,N/A,N/A,N/A,0,0,0,N/A,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=ff8d0a784ce04a9da16cd50561b2302f,1,Air Source,R290,N/A,0,0,1,1,0,0,None,40,-2,37,0.65,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,50,Weekly,60,Semi-detached,100,0,0,8838,2232,5.9,1940 to 1982,"Cavity wall, plus some loft insulation",0,Octopus Intelligent,On peak & Off peak,22.4,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,0,0,"Room temp. mod. on VRC700, Set-back to 17 C applied from 8pm to 6am. 20 C rest of the time.",False,2220.22,8112.76,3.654034284890687,25708800,310.648,1135.73,28.2373,27.5037,10.7578,0,37.0055,69.96,2166.42,8015.06,3.6996796558377416,9661050,807.26,2986.66,34.6196,31.7135,7.163630000000001,0,44.7824,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2361.3,8655.2,3.6654385296235126,82.3141,81.5561,81.5561,81.5561,97.8653,0
25,"Sofia, Bulgaria",8 kW,Atlantic Alfea Extensa,3.17,37.7,4.7,264,N/A,N/A,N/A,0,0,0,N/A,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=4024d6f31ff9de4e30eb00744590bdc5,1,Air Source,R410A,N/A,0,0,1,0,0,0,N/A,42,-16,0,0,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,0,Disabled,0,Detached,150,12800,0,0,0,5,2012 or newer,"Fully insulated walls, floors and loft",85,N/A,N/A,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,0,0,0,0,Due to noise problems Im running gas boiler after 23 pm.,False,2308.79,7318.97,3.1700457815565732,22832500,364.083,1155.49,28.9718,27.8326,9.45389,0,53.6291,85.616,2277.6,6962.27,3.056844924481911,7404730,1106.99,3384.8900000000003,37.7461,34.9518,4.66892,0,45.151999999999994,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2330.07,7404.2,3.177672773779328,98.6354,98.4609,98.4609,98.4609,0.273929,0
26,Stratford-upon-Avon,7 kW,Vaillant Arotherm+,3.96,34.3,7.7,361,Custom Renewables,https://custom-renewables.com/,custom-renewables.png,1,0,0,N/A,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=b458b9d6cc90ffafd5722dcd010e38da,1,Air Source,R290,Cylinder with coil,300,0,0,0,0,1,None,42,-3,0,4.5,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,55,Disabled,0,Detached,251,7300,0,0,0,7.57,2012 or newer,"Fully insulated walls, floors and loft",29,Octopus Intelligent,On peak & Off peak,0,10800,0,0,21,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,0,,False,5216.58,20644.8,3.9575353967541953,31230200,601.333,2379.31,30.2585,27.3806,11.4523,0,45.7268,524.826,5165.09,20552.6,3.9791368591834795,14321900,1298.31,5166.17,34.3286,30.612,7.7061,0,49.73780000000001,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5236.68,21412,4.088850187523392,99.0304,99.1243,99.1243,99.1243,98.9269,0
27,Basingstoke,11 kW,Daikin Altherma 3,3.69,32.7,8.3,331,UK Heat Pumps,https://www.ukheatpumps.info/,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpumpIncBackup&readkey=ef34976b4fd9e6ac986598bc11f8202c,1,Air Source,R32,Cylinder with coil,200,0,1,1,1,0,None,40,-3,36,0,Central heat pump water circulation,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,45,Weekly,60,Detached,230,21000,0,0,0,9.8,1983 to 2011,"Fully insulated walls, floors and loft",91,N/A,Single fixed rate,0,0,0,0,0,0,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sika or Grundfos VFS flow meter,0,1,0,1,0,HP own controller. Four fan assisted radiators provide most of the output.,False,4055.48,14958.9,3.688564608874905,28589200,509.933,1883.65,23.948,23.0239,11.374399999999998,18.378,44.1719,208.573,3933.44,14948.1,3.800261348844777,10241500,1381.86,5254.42,32.6817,28.1014,8.31349,17.8811,43.2374,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4249.1,14930.3,3.513755854180885,100,90.6556,100,100,98.9269,99.9844
31,Swansea,11.2 kW,Mitsubishi Ecodan,3.25,36.4,9.0,336,N/A,N/A,N/A,0,0,0,N/A,N/A,https://lophodont-coati-3744.dataplicity.io/app/view?name=MyHeatpump&readkey=82d62a27dabded111b29547bebdd93ee,1,Air Source,R32,Cylinder with plate heat exchanger,300,0,0,1,0,1,Low loss header,0,-3,0,0,Glycol/water mixture,2,Weather compensation with simple set point control,Automatic top up of tank if temperature drops by 3-6C,0,Fornightly,0,Semi-detached,144,30000,0,0,0,0,1900 to 1939,Some insulation in walls and loft,208,N/A,N/A,0,0,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Heat pump integration,0,1,0,1,0,,False,4156.82,13498.2,3.2472418820155795,29027300,515.76,1674.11,28.208,25.965,12.5459,0,37.2291,115.891,4028.22,13453.8,3.339887096533953,9239570,1569.56,5241.98,36.4337,33.0274,9.03007,0,40.0611,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4222.38,13572.7,3.214466722559315,94.3359,92.0556,98.3367,98.3367,98.3367,0
32,Newbury,14 kW,Mitsubishi Ecodan,3.29,37.7,7.4,364,Greenwire Solar,https://www.greenwiresolar.co.uk/,greenwiresolar.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=23437bdf4c5212a780f9bcf6f03cc688,1,Air Source,R32,Cylinder with coil,300,3,1,0,0,0,Low loss header,40,-4,36,0,Glycol/water mixture,1,Weather compensation with simple set point control,Automatic top up of tank if temperature drops by 6-10C,48,Disabled,0,Detached,150,16574,0,9207,3050,11.5,1983 to 2011,"Fully insulated walls, floors and loft",110,Standard Online Scottish Power,Single fixed rate,22.49,0,0,0,0,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Sontex heat meter (class 2),1,1,0,1,0,"13 Stelrad K3 radiators and 3 x bathroom radiators. DHW prohibited period is 05:30AM to 10AM when the space heating is focused on increasing from night 19C setback back up to 21C. System was retrofit to replace Thermaflow direct electric wet system. Radiator drops are 10mm copper microbore. Primary 28mm circuit and secondary radiator circuit separated by LLH - works just fine. The flow rates and monitored temps are matched on both sides of the LLH. Both pumps are Wilo Pico units. My EmonTx3 units have been calibrated and are less than 1% out over 12,000kWh.",False,4387.76,14445.9,3.292317720203475,31420400,502.729,1654.19,30.7673,28.9395,11.2872,21.4395,40.3592,201.999,4183.39,14408.2,3.44414458130846,8327340,1808.52,6228.81,37.7493,33.5057,7.41754,20.8612,44.0887,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4387.82,14455.1,3.294369413512861,99.6338,99.7272,99.7273,99.7273,99.6337,99.4899
33,Telford,5 kW,Vaillant Arotherm+,4.23,27.6,8.0,364,Libtek / Custom Renewables,https://www.libtek.co.uk/,libtek.png,1,0,1,0,N/A,https://emoncms.org/app/view?name=MyHeatpump5&readkey=0c28f25dea9e38f983d9c83a6dd455c0,1,Air Source,R290,Cylinder with coil,0,0,1,0,0,0,None,35,-3,43,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,49,Disabled,0,Detached,140,11236,0,0,0,4.5,Pre-1900,"Fully insulated walls, floors and loft",80,N/A,N/A,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,0,,False,2166.26,9164.82,4.230710994986751,31486100,247.672,1047.86,23.3554,21.8934,11.1021,0,38.9689,212.365,2054.25,8851.58,4.308910794693928,11458800,645.381,2780.89,27.6382,24.8254,7.95123,0,44.4611,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2169.91,9383,4.324142475955224,99.8519,99.8425,99.8425,99.8425,98.9269,0
34,Banbury,7 kW,Vaillant Arotherm+,4.05,30.8,6.9,330,Custom Renewables,https://custom-renewables.com/,custom-renewables.png,1,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=947e64ade085e3badafa176c7ef2c2f7,1,Air Source,R290,Cylinder with coil,0,0,1,0,0,1,None,40,-3,35,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,0,Never,0,Semi-detached,100,0,0,0,0,7.6,1940 to 1982,Some insulation in walls and loft,0,N/A,N/A,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,0,,False,2852.66,11547.5,4.047976274775122,28503400,360.976,1458.52,26.4823,25.2582,11.343100000000002,0,44.2428,192.892,2740.35,11178.7,4.079296440235737,11477000,859.976,3506.43,30.7627,28.0968,6.87985,0,46.0537,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3229.06,13678,4.235907663530563,99.8217,90.4289,90.4289,90.4289,98.9269,0
36,Sheffield,11.2 kW,Mitsubishi Ecodan,3.95,39.4,9.3,203,Damon Blakemore (Repaired),N/A,N/A,1,0,0,0,N/A,https://emon.cryosphere.co.uk/ecodan,1,Air Source,R32,Cylinder with coil,200,3,1,0,0,0,None,48,-3,0,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,48,Monthly,60,Semi-detached,136,23594,0,0,0,9.989,1900 to 1939,Solid walls,173,Agile Octopus ,Variable half hourly,15,2500,83,0,4,1,Other pulse output meter (class 1),Sontex heat meter (class 2),1,1,0,1,0,"12th January - System modified to 1. Upgrade primaries, 2. Remove glycol and fit antifreeze valves, 3. Remove Buffer, 4.Flush and balance system. Other Information:Zone: 1 Heat Zone - Open system radiators (largely K2) with TRV's left open at all times. Weather compensation, controlled with Mitsubishi Wireless Room Thermostat. Recalibrated heat meter fitted from Feb 18th. 1st May - all temp sensors re-applied including thermal paste. .",False,1648.19,6505.33,3.946953931282194,17539200,338.298,1335.26,28.4824,30.7898,13.5825,19.3719,54.2829,0,1565.62,6490.84,4.145859148452371,4149960,1358.14,5630.65,39.3923,35.7224,9.28624,17.7195,50.0801,1065.53,4649.34,4.36340600452357,3257160,1177.69,5138.71,36.7914,33.5382,8.34322,17.2061,50.6119,500.088,1841.5,3.6823519060645324,892800,2016.48,7425.41,48.8812,43.6875,12.7286,19.5918,50.33970000000001,1591.04,6228.78,3.9149110016090103,100,100,100,100,100,97.7843
